group_type,k,s,err,delta,noise_scale,n,weight_decay,hit_rate,proxy_hit_rate,correct,proxy_correct,episodes,mean_reward,wn_policy_net_0,wn_policy_net_2,wn_action_net,weight_norm_actor,wn_value_net_0,wn_value_net_2,wn_value_net_out,weight_norm_critic,weight_norm_total,fit_status,fit_L,fit_A,fit_tau,fit_L_err,fit_A_err,fit_tau_err,r_squared,rmse,fit_points_used,source_file
heatmap,,,,,1.0,3,0.0,1.0,,500,,500,1.0,5.343980731221434,9.660688803616896,2.7848439655977804,11.386061396669229,4.699225168073145,7.8451844052938515,0.8870170504144025,9.187841682410715,14.630749430899463,ok,1.0037490929225306,0.9540760309196646,12256.109171745482,7.624120714266598e-05,0.0005363696536782,10.502991279278945,0.9651274396775033,0.0296926118372193,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.05,3,0.0,1.0,,500,,500,1.0,5.408347279785858,9.843882808849033,2.802585688578059,11.576127832524277,4.739261795017119,7.839181935407218,0.8510452809724212,9.199872490876665,14.78662873826662,ok,1.0039473580125893,0.943688932604263,12713.366121092433,7.399243290731795e-05,0.0005080172527405,10.46849928262644,0.9677699288062788,0.0286426086978825,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.1,3,0.0,1.0,,500,,500,1.0,5.221024209027038,9.79477299037977,2.877215487180101,11.466256611640455,4.834318845332759,7.860023809237977,0.8889756073859794,9.27043098300476,14.745030732238,ok,1.0039733505659003,0.9395251104933926,12820.212223565792,7.68951469257376e-05,0.00052498926647,10.966604641267464,0.9653200481347852,0.0297237362097648,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.15,3,0.0,1.0,,500,,500,1.0,5.120664114428468,9.602407415941055,2.7292180618896604,11.219450092756777,4.6831613190691135,7.801563226521256,0.8148016815737549,9.135660375590223,14.468460556741666,ok,1.003761459750199,0.9623356111087068,12165.75294599021,7.580439795163294e-05,0.0005359117352277,10.320205189702897,0.9657935591626374,0.02955766350757,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.2,3,0.0,1.0,,500,,500,1.0,5.150841783966026,9.766339759228035,2.772749270085046,11.38423040397926,4.7403492514793655,7.83814210105687,0.8587366883796884,9.200261481193374,14.637127901785114,ok,1.003817607294836,0.9468414393386544,12602.965066669589,7.536432441356266e-05,0.0005204596079833,10.587588323350433,0.9664833096244232,0.0292165809320391,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.25,3,0.0,1.0,,500,,500,1.0,5.23056367926173,9.623279250513482,2.7159021585388428,11.284610071727393,4.697828145357951,7.779887701929439,0.8344213957273684,9.126472538916548,14.513267222597712,ok,1.004059784832358,0.9519486403494928,12789.26266266822,7.674761861597404e-05,0.0005248337597102,10.791552777445832,0.9662198966594784,0.0296790089925742,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.3,3,0.0,1.0,,500,,500,1.0,5.190862331499485,9.651302472138546,2.7977498104656413,11.310176619100536,4.7039667656234965,7.813695626441348,0.8014687839813609,9.155517182904283,14.55141196041484,ok,1.0040284105472594,0.9576527140077988,12656.048486966474,7.855467041472054e-05,0.0005409708474899,10.930841660544411,0.9646483031168394,0.0304318706090032,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.35,3,0.0,1.0,,500,,500,1.0,5.239743972221914,9.551359498865086,2.6934620382187666,11.222215597747256,4.720919522039562,7.830723354719399,0.8079338908102582,9.17932821962707,14.498213320473791,ok,1.0040811506449243,0.9516981626999772,12825.866528840928,7.744416025334948e-05,0.0005285822184599,10.905650227481294,0.9657210125704304,0.0299337084967196,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.4,3,0.0,1.0,,500,,500,1.0,5.163197535850467,9.597572220716645,2.8236689828644286,11.258112979130862,4.804420191609481,7.792689732227004,0.8465399884425043,9.19375312874635,14.5351368911066,ok,1.004182450941029,0.9515298742807512,12955.655713203992,7.85112021570205e-05,0.0005322469944538,11.1054499099419,0.965198908119485,0.0302933658208294,200704,per_layer_weight_norm_rerun_7.csv
heatmap,,,,,1.45,3,0.0,1.0,,500,,500,1.0,5.191234169570077,9.68210449438833,2.81418840778566,11.340710561427876,4.777151447022104,7.77690719237126,0.8170185111174703,9.163458990689586,14.580147348779832,ok,1.0042073814543195,0.9382705310661242,13071.63724904521,7.737446906416614e-05,0.0005213948084552,11.141496572004726,0.9655933575265594,0.029808213743796,200704,per_layer_weight_norm_rerun_7.csv
