group_type,k,s,err,delta,noise_scale,n,weight_decay,hit_rate,proxy_hit_rate,correct,proxy_correct,episodes,mean_reward,wn_policy_net_0,wn_policy_net_2,wn_action_net,weight_norm_actor,wn_value_net_0,wn_value_net_2,wn_value_net_out,weight_norm_critic,weight_norm_total,fit_status,fit_L,fit_A,fit_tau,fit_L_err,fit_A_err,fit_tau_err,r_squared,rmse,fit_points_used,source_file
margin,16,6.5,0.0,0.40625,,,0.0,1.0,1.0,500,500,500,1.0,4.175200005269165,12.986720319755976,4.366178436943288,14.323083253643084,2.8576953180856632,7.933590808212358,0.9665609032029662,8.487786850690872,16.6491212835258,ok,0.9966355950629529,0.8667142228451359,28716.734938613587,9.872759822761536e-05,0.0003446980282977,20.67476906835129,0.978266046545704,0.0292051475388106,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,17,6.5,0.0,0.3823529411764705,,,0.0,1.0,1.0,500,500,500,1.0,4.168118575173119,12.724608424106894,4.544121392276871,14.13994028386625,2.86052345704908,7.920714464051107,0.9650876884245522,8.476538581030885,16.48604311370708,ok,0.9938161182848242,0.8533093096567854,30187.802088967856,8.766531287073317e-05,0.0002895278678749,18.92585905398634,0.9837661184692448,0.0251499874809525,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,18,6.5,0.0,0.3611111111111111,,,0.0,1.0,1.0,500,500,500,1.0,4.141736619110422,12.892012203598105,4.589092833569031,14.297472990529387,2.891990040324698,7.933931681828152,0.9694506837659022,8.500041938338182,16.633353446266486,ok,0.9936176822407864,0.8507720044725633,32074.413906146357,8.894168803447002e-05,0.0002736761944574,19.592064754792165,0.9850003533976132,0.0245015592531455,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,19,6.5,0.0,0.3421052631578947,,,0.0,1.0,1.0,500,500,500,1.0,4.108117864960359,13.03793822550494,4.594181049487911,14.421198461985162,2.8732517358702805,7.920441544131172,0.9632494353401776,8.480378486032551,16.729847110668015,ok,0.9901045599595206,0.8437955877666294,32270.46969187449,9.498085723209472e-05,0.0002901357887694,21.13033477058863,0.982852600829478,0.0260536065983008,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,20,6.5,0.0,0.325,,,0.0,1.0,1.0,500,500,500,1.0,4.226103879404687,13.141020819908842,4.658205932596598,14.568639768326868,2.901060439322438,7.915588726464346,0.9522729300990896,8.48407451007655,16.858967494832115,ok,0.9905295078463298,0.8315813973636053,35053.78360500916,9.608563122386506e-05,0.0002646816351948,22.165944055905847,0.9846880656466056,0.0247624148873395,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,21,6.5,0.0,0.3095238095238095,,,0.0,1.0,1.0,500,500,500,1.0,4.235322705452675,13.208932800056909,4.664995861322583,14.634754884243842,2.8615271411205496,7.944975857321765,0.969546317929906,8.500058765409019,16.92415579984141,ok,0.990528961172784,0.8253776753096661,35594.52749394398,9.548705991884316e-05,0.0002578384432409,22.27810742346804,0.9851298114158628,0.0243048388051181,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,22,6.5,0.0,0.2954545454545454,,,0.0,1.0,1.0,500,500,500,1.0,4.191594726647934,13.795305028825457,4.709878959427776,15.167823410208207,2.8513739536606737,7.908353458114681,0.9564351525519528,8.46091933793994,17.368074822685045,ok,0.9869073187281916,0.8124729551130897,37882.74159741494,9.962248777613822e-05,0.0002473654538002,23.9652426286148,0.9854035974503408,0.0240397316470448,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,23,6.5,0.0,0.2826086956521739,,,0.0,1.0,1.0,500,500,500,1.0,4.107656162924662,13.219091649972372,4.815018123616693,14.656112128867584,2.879241602916617,7.926354106253758,0.943712354307486,8.485735951192698,16.935446181524235,ok,0.9850818496693352,0.7972668200744512,42010.837131714085,0.0001161691286776,0.0002486610386918,29.122838221827195,0.9837971942765016,0.0253888405924897,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,24,6.5,0.0,0.2708333333333333,,,0.0,1.0,1.0,500,500,500,1.0,4.0741835434472335,13.669335174069971,4.8249917893605465,15.057564259008146,2.8839024031572573,7.933115008422352,0.9662892517437768,8.496171003800931,17.28916317061029,ok,0.9828984922552404,0.7890835472222423,43221.49892775385,0.0001143953457465,0.0002346533076707,29.140292346513476,0.9850082782476894,0.0242745290864629,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,25,6.5,0.0,0.26,,,0.0,1.0,1.0,500,500,500,1.0,4.204344987190814,14.13425193824136,4.750592330129751,15.492634447119825,2.8896252784948344,7.916447523327208,0.9546536650087144,8.481240431671797,17.662195825318783,ok,0.9862067071186212,0.7893023909444898,43971.304993012665,0.0001212760795488,0.0002423344997486,30.98822941190316,0.9838771107649318,0.0252658214757514,200704,margin_scaled_weight_norm_sweep_mid_s_12.csv
margin,1,10.0,0.0,10.0,,,0.0,1.0,1.0,500,500,500,1.0,2.886331842017145,9.633472830313824,2.824301421668915,10.445639702530324,2.713254457907695,7.924748089988395,0.9306358415556848,8.427898024579957,13.421656153686715,ok,1.0039445849494075,0.9559577048157226,12451.607517618231,7.573001983714281e-05,0.0005272126362094,10.483054834860445,0.966324357588052,0.0294174277213013,200704,margin_scaled_weight_norm_sweep_9.csv
margin,2,10.0,0.0,5.0,,,0.0,1.0,1.0,500,500,500,1.0,3.0736145337020573,9.98136738764564,2.819821931416959,10.817864713234334,2.820368768865107,7.88822384003172,0.934981898627162,8.42927912063629,13.714187669980143,ok,1.004009670099152,0.9612150306896377,12775.186697716814,7.754015412759971e-05,0.000530644860847,10.792819322881376,0.9661385515164448,0.0299911272289162,200704,margin_scaled_weight_norm_sweep_9.csv
margin,3,10.0,0.0,3.333333333333333,,,0.0,1.0,1.0,500,500,500,1.0,3.1902548908775787,10.3129368256038,2.80103169219988,11.152585833714593,2.794799911322407,7.890635785718666,0.9335379315898,8.4228577523848,13.975861458074066,ok,1.0043978538085236,0.9556567225887403,13507.191845468633,8.041531899670032e-05,0.0005299642247765,11.527072237686363,0.9655661284383924,0.0307977062333089,200704,margin_scaled_weight_norm_sweep_9.csv
margin,4,10.0,0.0,2.5,,,0.0,1.0,1.0,500,500,500,1.0,3.264259737445933,10.547173959945402,2.8448882984308885,11.40138849462687,2.935357362438272,7.890407432611261,0.9523682287204503,8.472417455537926,14.204700529976469,ok,1.0045715177655448,0.9465562260182891,14501.76296265948,8.61477663912959e-05,0.0005404445366924,12.844432002880694,0.9631672405633556,0.0325426459294085,200704,margin_scaled_weight_norm_sweep_9.csv
margin,5,10.0,0.0,2.0,,,0.0,1.0,1.0,500,500,500,1.0,3.4377703993825044,10.813002711803447,2.9388540757042145,11.720757494403786,2.8947798741857595,7.900247535541448,0.9484851844822434,8.467188777156322,14.459233798186697,ok,1.0048268675785577,0.944418488732881,15539.06824878338,8.980458058832957e-05,0.0005362892734451,13.807607904087352,0.9631230000117724,0.0334274356800043,200704,margin_scaled_weight_norm_sweep_9.csv
margin,6,10.0,0.0,1.6666666666666667,,,0.0,1.0,1.0,500,500,500,1.0,3.510657896003538,11.001158394561635,2.9653261935419857,11.92238920347395,2.866980999986421,7.906452592885157,0.945417236122426,8.463178268722746,14.620832764493722,ok,1.004762699804138,0.9491685444081306,16021.885848103117,9.615350175250138e-05,0.0005615429701,14.89379203360458,0.9598790532101784,0.0355407551948297,200704,margin_scaled_weight_norm_sweep_9.csv
margin,7,10.0,0.0,1.4285714285714286,,,0.0,1.0,1.0,500,500,500,1.0,3.3997029546398143,11.18720188223167,3.03781998530014,12.08055530166902,2.919152659265436,7.902387648713677,0.9407643728371168,8.47668687659504,14.757846618003658,ok,1.00452907416476,0.9511545836444212,16915.27773727596,9.41734972564811e-05,0.0005282025075299,14.878284965113757,0.964111889446508,0.0343509138408826,200704,margin_scaled_weight_norm_sweep_9.csv
margin,8,10.0,0.0,1.25,,,0.0,1.0,1.0,500,500,500,1.0,3.472386271363116,11.1954956319223,3.3297109200062542,12.185383197616364,2.8706566484369023,7.927171370797631,0.9350465191405136,8.482630931978909,14.847174519110249,ok,1.003155067401442,0.9440489052570076,17209.187462943588,8.824446230857443e-05,0.000488560006168,14.142312566630324,0.9685797189622154,0.0320465839968984,200704,margin_scaled_weight_norm_sweep_9.csv
margin,9,10.0,0.0,1.1111111111111112,,,0.0,1.0,1.0,500,500,500,1.0,3.489007094712505,11.488896069098754,3.3176322800188376,12.456909220947626,2.883165219032831,7.914867998189008,0.9495574127407072,8.476994537516697,15.067648248084966,ok,1.0035063431254931,0.936901348024119,18508.75604225045,9.043713863642996e-05,0.0004732112737618,15.027495370187976,0.9695641322036884,0.0321911204124118,200704,margin_scaled_weight_norm_sweep_9.csv
margin,10,10.0,0.0,1.0,,,0.0,1.0,1.0,500,500,500,1.0,3.5244154661899305,11.600592437159149,3.442575383447663,12.603435029471632,2.8291215194719843,7.895008793633118,0.9398354972894604,8.439098481795853,15.167892329772178,ok,1.0028418958052951,0.9283745611224172,19267.82752200834,9.633761495348752e-05,0.0004881471870999,16.40607054495038,0.9668019474545702,0.0338807899372883,200704,margin_scaled_weight_norm_sweep_9.csv
margin,11,10.0,0.0,0.9090909090909092,,,0.0,1.0,1.0,500,500,500,1.0,3.65078746257166,11.719555922452326,3.549568861407785,12.777937205129534,2.9109234816192675,7.91473214779907,0.9593619751882156,8.487451672126538,15.339899448983266,ok,1.0015760082009226,0.9209025033800884,19627.612851501395,8.93338321817109e-05,0.0004458745544615,15.445613968013443,0.9715847033011924,0.03123520766002,200704,margin_scaled_weight_norm_sweep_9.csv
margin,12,10.0,0.0,0.8333333333333334,,,0.0,1.0,1.0,500,500,500,1.0,3.6121903375871383,11.746082914833927,3.610154227780616,12.808262818410372,2.8657105745082645,7.909403655372081,0.9745795068967132,8.46881151612933,15.35488081755109,ok,1.000988202924786,0.9160231982997216,20668.70707250873,9.008474527671626e-05,0.0004307111026831,15.964310134110953,0.972817631138744,0.030962499053206,200704,margin_scaled_weight_norm_sweep_9.csv
margin,13,10.0,0.0,0.7692307692307693,,,0.0,1.0,1.0,500,500,500,1.0,3.6926241041440457,12.437158498436688,3.8014374619926414,13.51922006134905,2.9154967953460384,7.960672043276275,0.9484934646382152,8.530654183398532,15.985661445930772,ok,-61686.9598975937,-61687.611466077135,-25689430486.62882,36741.93440304278,36741.9345242778,15301040816.027666,0.5104796197107174,0.1362408044552807,200704,margin_scaled_weight_norm_sweep_9.csv
margin,14,10.0,0.0,0.7142857142857143,,,0.0,1.0,1.0,500,500,500,1.0,3.6678850450806233,12.138458020512315,3.9013675048742056,13.2671101686748,2.901318986582836,7.888057147860042,0.9505735219520526,8.458291047868256,15.734004565850444,ok,0.9985445213390178,0.8852892309775818,23502.033667589614,8.5780904593031e-05,0.0003661334571451,16.472360067114728,0.9780798640616754,0.0280655379400411,200704,margin_scaled_weight_norm_sweep_9.csv
margin,15,10.0,0.0,0.6666666666666666,,,0.0,1.0,1.0,500,500,500,1.0,3.6703642679512334,12.177599316225075,3.986893462798898,13.328946636913482,2.842304124164317,7.904954272077678,0.91544305554058,8.450149748129798,15.781820212367942,ok,0.996631769381659,0.8832381811007535,24443.459576735768,8.361860836887435e-05,0.0003439833961349,16.313315301167535,0.9802778156242088,0.0268904598638476,200704,margin_scaled_weight_norm_sweep_9.csv
margin,16,10.0,0.0,0.625,,,0.0,1.0,1.0,500,500,500,1.0,3.702913942237665,12.381459744085936,4.05602144751322,13.544867184314723,2.837630856643332,7.916245739291315,0.9432348814666948,8.462197558851823,15.97098038837202,ok,0.9958109005796436,0.881072804929838,25395.30802143746,8.406359700005184e-05,0.0003332612128396,16.65301330658211,0.9811455050855612,0.0265546957573526,200704,margin_scaled_weight_norm_sweep_9.csv
margin,17,10.0,0.0,0.5882352941176471,,,0.0,1.0,1.0,500,500,500,1.0,3.710693222840008,12.540344235756203,4.055591323341698,13.69223497925956,2.850778200122292,7.912906551834674,0.9520037717683716,8.464475035453871,16.09734873676659,ok,0.995747588776598,0.8801479159297335,26640.745860718653,9.011135606745694e-05,0.0003405146416933,18.15149483742706,0.9799686387323138,0.0277895063873051,200704,margin_scaled_weight_norm_sweep_9.csv
margin,18,10.0,0.0,0.5555555555555556,,,0.0,1.0,1.0,500,500,500,1.0,3.721130418646851,12.530415610647816,4.110508858541087,13.702350529901434,2.886579512772825,7.913169567575297,0.96314091943552,8.478103226515392,16.11312025536149,ok,0.993241570077368,0.8766107972634889,27249.86733240871,8.135367545064576e-05,0.000300331371429,16.57279407978414,0.984095064791738,0.0247888096559751,200704,margin_scaled_weight_norm_sweep_9.csv
margin,19,10.0,0.0,0.5263157894736842,,,0.0,1.0,1.0,500,500,500,1.0,3.7202708155873383,12.614947060471296,4.174463326011275,13.798675600941468,2.8983409690719792,7.903925424559429,0.956409334915311,8.472728976304577,16.192300165385046,ok,0.9918863390760252,0.8437392989206607,29473.409658248314,8.47684302592673e-05,0.000287605373803,18.378085358968423,0.9837763813704312,0.0246863363566396,200704,margin_scaled_weight_norm_sweep_9.csv
margin,20,10.0,0.0,0.5,,,0.0,1.0,1.0,500,500,500,1.0,3.7679436379295255,12.85051578097018,4.172316813335732,14.026452961687117,2.8663786467010417,7.945988950632746,0.9521628154378208,8.500675324757667,16.401306766942845,ok,0.9918996059327524,0.8635299710944189,29546.64162770977,9.175618755271432e-05,0.0003104524677019,19.45151524617885,0.981967875727618,0.0266804641494841,200704,margin_scaled_weight_norm_sweep_9.csv
margin,21,10.0,0.0,0.4761904761904761,,,0.0,1.0,1.0,500,500,500,1.0,3.714824311439206,12.975493145310374,4.246823481300951,14.149164346709153,2.865398805316792,7.918420275332176,0.945622755562204,8.473847553864752,16.49257239111974,ok,-21352.03007505682,-21352.620413390083,-7985250051.806376,25926.74571436186,25926.745720392813,9695722720.97341,0.6354092354935985,0.1173574052184454,200704,margin_scaled_weight_norm_sweep_9.csv
margin,22,10.0,0.0,0.4545454545454545,,,0.0,1.0,1.0,500,500,500,1.0,3.639777555598646,13.202360422241368,4.268218070830011,14.344615257063008,2.9187919037810786,7.906436579419515,0.972799495834421,8.48395099119842,16.665695643873416,ok,0.9891049481362544,0.8325488309193602,34321.21582804249,9.725240724104996e-05,0.0002752499608934,22.28935906653725,0.9836671509094403,0.0254840431171072,200704,margin_scaled_weight_norm_sweep_9.csv
margin,23,10.0,0.0,0.4347826086956521,,,0.0,1.0,1.0,500,500,500,1.0,3.6654333384848288,13.138039488790202,4.345565343719271,14.315286281608929,2.812950283668615,7.9153021304533535,0.9577125033714774,8.454697531778697,16.62556259734646,ok,0.9869128742676592,0.8205158837248075,35727.12438026259,9.759723381797869e-05,0.0002622495040022,22.92642686482496,0.9844156014919324,0.0247660201300942,200704,margin_scaled_weight_norm_sweep_9.csv
margin,24,10.0,0.0,0.4166666666666667,,,0.0,1.0,1.0,500,500,500,1.0,3.657098940569388,12.982266545245263,4.4079629445381725,14.18956499098298,2.880529331763134,7.913638259130523,0.9704887483488976,8.477320811329129,16.529026673447042,ok,0.9850573813918226,0.8135309740211264,35180.010749255314,9.482198196636236e-05,0.0002599780274389,22.38018701131285,0.98453887191926,0.0243658141314526,200704,margin_scaled_weight_norm_sweep_9.csv
margin,25,10.0,0.0,0.4,,,0.0,1.0,1.0,500,500,500,1.0,3.622004315270497,13.062066641376903,4.385913000813014,14.246849934434982,2.81423336497356,7.920078325666612,0.9632597421070936,8.460225732685192,16.569494636297716,ok,0.9856165761005948,0.8120119013294036,37725.69551961395,0.0001035705031315,0.0002586493508406,24.90514044591469,0.9840806166979256,0.0250854378792003,200704,margin_scaled_weight_norm_sweep_9.csv
margin,1,100.0,0.0,100.0,,,0.0,1.0,1.0,500,500,500,1.0,2.720611187325592,9.526456829140056,2.799054205894852,10.295135229690189,2.772363961335365,7.887407509782728,0.8755464027668103,8.406175150619097,13.291109436781191,ok,1.003567394188863,0.9583958636135536,11910.962525781131,7.154643801317384e-05,0.0005128956116312,9.691674416724576,0.9684155161388632,0.027990683416122,200704,margin_scaled_weight_norm_sweep_9.csv
margin,2,100.0,0.0,50.0,,,0.0,0.998,0.998,499,499,500,0.998,2.7547074660704407,9.514253817423482,2.809115276872641,10.29565770433054,2.821781943298172,7.874288115818946,0.8466393514332743,8.407357781006256,13.292262125860566,ok,1.0037496357789586,0.932757291587069,12650.50128916035,7.811371380471037e-05,0.0005381098913876,11.15701881095351,0.9631890865408448,0.0302635376636227,200704,margin_scaled_weight_norm_sweep_9.csv
margin,3,100.0,0.0,33.333333333333336,,,0.0,1.0,1.0,500,500,500,1.0,2.798376149368204,9.583779198918752,2.738743000646729,10.352798946689347,2.771432536032194,7.873705889129682,0.8205203999169257,8.387451129930541,13.3240302644337,ok,1.0026901295917146,0.953786856442414,12504.696710255394,7.567073836503301e-05,0.0005253095180244,10.51789997929801,0.966391936874012,0.0293736941744942,200704,margin_scaled_weight_norm_sweep_9.csv
margin,4,100.0,0.0,25.0,,,0.0,1.0,1.0,500,500,500,1.0,2.6723792481463824,9.69014741876098,2.6419794397616942,10.393297032384238,2.770702845983358,7.827453274064839,0.8200733359129923,8.343760500798433,13.328126743772026,ok,1.0026560828572786,0.958739854342941,13819.907049604331,8.653291934101052e-05,0.0005613815794325,12.483970773361142,0.9616287393928006,0.0329990153781584,200704,margin_scaled_weight_norm_sweep_9.csv
margin,5,100.0,0.0,20.0,,,0.0,1.0,1.0,500,500,500,1.0,2.7518576503243994,9.826782681098162,2.734002789630329,10.56471247327092,2.8491360596146875,7.832054510849018,0.8013369994054569,8.372621759862517,13.480131482170693,ok,1.001924639720085,0.9508811656470514,14356.805031599582,8.452053427887037e-05,0.0005339863682768,12.492190869939424,0.9643836631887098,0.0319927152243623,200704,margin_scaled_weight_norm_sweep_9.csv
margin,6,100.0,0.0,16.666666666666668,,,0.0,1.0,1.0,500,500,500,1.0,2.7683036838429262,9.925492029694077,2.6961592716329816,10.651205196385591,2.8098660639239763,7.8703599080119,0.8747274635703477,8.402562734925393,13.56654829534279,ok,1.001199089693226,0.953467900539724,14677.21255244244,8.334479331463406e-05,0.0005184238697938,12.398808139306748,0.966413885303752,0.0314059215648522,200704,margin_scaled_weight_norm_sweep_9.csv
margin,7,100.0,0.0,14.285714285714286,,,0.0,1.0,1.0,500,500,500,1.0,2.638952882657247,9.94628783288273,2.731674727856104,10.64681928043506,2.8867566231396995,7.866827909626788,0.8428227845485201,8.422036298133488,13.575177943486478,ok,0.9965756183825876,0.9271278999519936,16036.59585431161,8.770820680403135e-05,0.0005118765904437,13.913798824115457,0.9648705295961928,0.0324121844729327,200704,margin_scaled_weight_norm_sweep_9.csv
margin,8,100.0,0.0,12.5,,,0.0,1.0,1.0,500,500,500,1.0,2.6609756563310287,10.018250944644246,2.726641426593872,10.71824224873974,2.804710093223933,7.881487193679449,0.9089890834214356,8.414897518386347,13.62685646609717,ok,1.0008677980138634,0.9378228795185544,16755.13832754684,8.705076645602865e-05,0.0004917548524466,13.895673896545784,0.9679374930445414,0.0318289549833453,200704,margin_scaled_weight_norm_sweep_9.csv
margin,9,100.0,0.0,11.11111111111111,,,0.0,1.0,1.0,500,500,500,1.0,2.75441769118666,9.964491008375632,2.777031006856502,10.704662492884273,2.8665125621545013,7.866777937479086,0.8630210632507859,8.417119147440637,13.617550948271685,ok,0.9997642294183344,0.9334410939974522,15782.527424947286,8.455661411800178e-05,0.0004992659090284,13.237592983889009,0.9670536076989226,0.0313630749248106,200704,margin_scaled_weight_norm_sweep_9.csv
margin,10,100.0,0.0,10.0,,,0.0,1.0,1.0,500,500,500,1.0,2.824232088218417,10.170409503160034,2.9235872709060704,10.95266537792032,2.7695950956746684,7.883545695718276,0.8694360281922939,8.401004031518026,13.803541126039963,ok,1.000066287787215,0.929741958751496,17896.55683485841,8.865722056176442e-05,0.0004762908848204,14.651789325615445,0.9689429644353652,0.0318599512053614,200704,margin_scaled_weight_norm_sweep_9.csv
margin,11,100.0,0.0,9.090909090909092,,,0.0,0.912,0.912,456,456,500,0.912,2.830569617516534,10.182932374956012,2.895367834855313,10.958439259842148,2.839501477043814,7.899785726245176,0.9010784608638543,8.442826869677821,13.833608226453558,ok,0.9967770367331772,0.9342961399261208,16989.05677195931,8.714536304629574e-05,0.0004872064230919,14.039892222747811,0.9681948373265874,0.0317526916805728,200704,margin_scaled_weight_norm_sweep_9.csv
margin,12,100.0,0.0,8.333333333333334,,,0.0,1.0,1.0,500,500,500,1.0,2.7825972690700755,10.09940513134318,2.965913506047917,10.887491653002296,2.817049029856622,7.90866943031777,0.861354211064335,8.439475604063157,13.77542097236131,ok,0.9989113882717444,0.9015770820699636,18592.52578333183,8.540261093965505e-05,0.0004452867507891,14.772286656745308,0.9708302974235088,0.0303593955580058,200704,margin_scaled_weight_norm_sweep_9.csv
margin,13,100.0,0.0,7.6923076923076925,,,0.0,0.996,0.996,498,498,500,0.996,2.81728353606434,10.285656171457552,2.932739323388773,11.060414519310426,2.835238830423314,7.900126563375727,0.8608888287530855,8.437517912180502,13.911307553833309,ok,0.9956556170534172,0.9214233054091224,18969.91066308112,0.0001003274783464,0.0005147702506567,17.112633857415652,0.9628126687754296,0.0354520091480638,200704,margin_scaled_weight_norm_sweep_9.csv
margin,14,100.0,0.0,7.142857142857143,,,0.0,1.0,1.0,500,500,500,1.0,2.786635446118802,10.217993773175928,2.9868769160152,11.004279511610571,2.761875501551931,7.877322918433445,0.871881100348149,8.392874912715776,13.83959959211776,ok,0.998356604873326,0.9120906023852384,19096.35866792415,8.342865644495085e-05,0.0004257852104939,14.412480204722597,0.9737003468367438,0.0294212077868822,200704,margin_scaled_weight_norm_sweep_9.csv
margin,15,100.0,0.0,6.666666666666667,,,0.0,1.0,1.0,500,500,500,1.0,2.7731574870853146,10.313645149719058,3.00002919371626,11.093324744442066,2.808444316268277,7.887779020857318,0.8648579546057275,8.417386568353697,13.925309710263246,ok,0.9994619070985696,0.9154640605222526,19897.55307134228,8.630282681383258e-05,0.0004259559646187,15.087234269233711,0.9736160851265188,0.0300435511908427,200704,margin_scaled_weight_norm_sweep_9.csv
margin,16,100.0,0.0,6.25,,,0.0,0.986,0.986,493,493,500,0.986,2.85758449172546,10.222013825028109,3.048647510016085,11.043079616064665,2.769619497768306,7.888930526997244,0.8660809080994475,8.405719074628996,13.87824630738065,ok,0.9993588585186816,0.9200770866144514,19222.77404099122,8.905406427275681e-05,0.0004520779891422,15.289388937410578,0.9709025763640592,0.0313414170066828,200704,margin_scaled_weight_norm_sweep_9.csv
margin,17,100.0,0.0,5.882352941176471,,,0.0,0.982,0.982,491,491,500,0.982,2.8707463579793417,10.494836551658622,3.0850698405657893,11.309307442060726,2.8192769815103182,7.963215950417746,0.8770125729929248,8.492954846497726,14.14322158645969,ok,0.9704457094555664,0.884902183189,20478.79371385794,0.0001647427885668,0.0007938560859649,30.116829136490967,0.9078787518397884,0.0568034531360101,200704,margin_scaled_weight_norm_sweep_9.csv
margin,18,100.0,0.0,5.555555555555555,,,0.0,1.0,1.0,500,500,500,1.0,2.7807559742587724,10.371276454788925,3.0313745481634347,11.157294059998955,2.8026777068998623,7.878767994616601,0.8847075751452627,8.409084072315354,13.971324406675116,ok,0.9970955887570752,0.9016989208721958,20957.333698291903,8.105049650309387e-05,0.0003830004832658,14.665730543662324,0.977628677113215,0.0277233924820329,200704,margin_scaled_weight_norm_sweep_9.csv
margin,19,100.0,0.0,5.2631578947368425,,,0.0,0.848,0.848,424,424,500,0.848,2.7979715105212395,10.43371582531111,3.0672640048776474,11.229389073883496,2.8020564957518794,7.882245310799773,0.8629375745011102,8.409873542598376,14.029438761944478,ok,0.998235500974374,0.8989837746106383,21561.14953546536,8.32594724457047e-05,0.000383922420254,15.269084078634036,0.9772208202777068,0.0281879310613342,200704,margin_scaled_weight_norm_sweep_9.csv
margin,20,100.0,0.0,5.0,,,0.0,0.954,0.954,477,477,500,0.954,2.7000975634246407,10.418618964668172,3.0921016210197423,11.198180227950784,2.797496569416612,7.883280848988568,0.9153800042325136,8.41486925341543,14.007471755093574,ok,0.9971939968592616,0.8931681754730801,23782.41539676808,8.888178210536062e-05,0.0003752053402134,16.987158794353622,0.9773192956620492,0.0289322127114694,200704,margin_scaled_weight_norm_sweep_9.csv
margin,21,100.0,0.0,4.761904761904762,,,0.0,0.998,0.998,499,499,500,0.998,2.811778601210539,10.470125192376605,3.153121047784249,11.290340685216048,2.7929174725286985,7.905449566166139,0.8814459552146163,8.43050815926992,14.09060895106246,ok,0.9959993331623314,0.8813684566373531,24110.839387132164,8.526327989574788e-05,0.0003553361448402,16.591628828365604,0.9789846733467396,0.027588292002771,200704,margin_scaled_weight_norm_sweep_9.csv
margin,22,100.0,0.0,4.545454545454546,,,0.0,1.0,1.0,500,500,500,1.0,2.7907397038379966,10.6007392229114,3.133435467427097,11.4009788174209,2.8225652700628405,7.889111933779501,0.9048976310241555,8.427562015796749,14.177662696135078,ok,0.9930272666361386,0.8536338782563305,27221.989430420697,8.271256568719505e-05,0.0003056776917874,17.297397979513466,0.9826570146256236,0.0252170135256381,200704,margin_scaled_weight_norm_sweep_9.csv
margin,23,100.0,0.0,4.3478260869565215,,,0.0,0.992,0.992,496,496,500,0.992,2.853185964937865,10.617573580202864,3.0536627312006623,11.410451128569116,2.7920389481718617,7.917237631020046,0.910470362877883,8.444352519632725,14.195262746187256,ok,0.9979280554422078,0.9025437442410696,24639.54215343041,0.0001019562275521,0.0004162100621987,19.51877423726518,0.972495831739714,0.0326676107874639,200704,margin_scaled_weight_norm_sweep_9.csv
margin,24,100.0,0.0,4.166666666666667,,,0.0,0.836,0.836,418,418,500,0.836,2.8033812517394177,10.648833154841087,3.123031996914611,11.445956616028182,2.8110320604925847,7.888332111468203,0.8972366772609505,8.422156398509816,14.210652386747034,ok,0.9933592498441666,0.876492430425005,24476.000045887275,9.120172902845366e-05,0.0003747082050614,17.937576221221605,0.9763218429222014,0.0293115875997098,200704,margin_scaled_weight_norm_sweep_9.csv
margin,25,100.0,0.0,4.0,,,0.0,1.0,1.0,500,500,500,1.0,2.852660383225776,10.703953102543297,3.040710977061808,11.487306321740368,2.7937528909971228,7.912075314234246,0.8824642880634853,8.437104610811527,14.252822202752457,ok,-36103.309383781954,-36103.94111959757,-14472085930.782925,25351.85987745209,25351.86015024384,10162125913.320074,0.5562246109904756,0.1291069615970874,200704,margin_scaled_weight_norm_sweep_9.csv
margin,1,1000.0,0.0,1000.0,,,0.0,1.0,1.0,500,500,500,1.0,2.731176576565867,9.498219168636052,2.851297206491535,10.286174635284675,2.806294049919401,7.832110362711669,0.7523779287644436,8.35364061807787,13.25098865004322,ok,1.0042710772599062,0.9481903593462876,12596.643168359178,7.875092573615646e-05,0.0005440240933651,11.045381857690398,0.9635949206321286,0.0305319628455845,200704,margin_scaled_weight_norm_sweep_9.csv
margin,2,1000.0,0.0,500.0,,,0.0,1.0,1.0,500,500,500,1.0,2.759988392439652,9.474841833162712,2.9326626346673,10.295177211618336,2.8017800221538507,7.871056881882151,0.7899001966709053,8.392106413235329,13.282248449328565,ok,1.0043481274786858,0.9565656297646612,12954.083709679831,8.495657694447077e-05,0.0005759844414299,11.95338735879874,0.9598942184683792,0.0327809255759783,200704,margin_scaled_weight_norm_sweep_9.csv
margin,3,1000.0,0.0,333.3333333333333,,,0.0,1.0,1.0,500,500,500,1.0,2.779292298297773,9.489554759285964,2.81486476777738,10.28103004906311,2.8196619200135427,7.861222185996708,0.8765758131687174,8.39748133412714,13.274685368277185,ok,1.0035205431578071,0.9443830337523844,13547.006947536478,8.175689086955711e-05,0.0005376989439693,11.87463312862508,0.963751739798852,0.0312941549097835,200704,margin_scaled_weight_norm_sweep_9.csv
