spec_fixed,spec_variable,label,M,beta,certified,status,diff_whole_model,diff_actor,diff_critic,diff_policy_net_0,diff_policy_net_2,diff_action_net,diff_value_net_0,diff_value_net_2,diff_value_net_out,source_file,ratio_em_avg,ratio_em_max,ratio_em_sum,ratio_em_l1,ratio_em_l2,ratio_em_rms,ratio_em_std,ratio_entropy_effective_rank,ratio_participation_ratio,ratio_num_options,ratio_proxy_dimension_size,ratio_p_proxy_correct,ratio_wn_actor,ratio_wn_critic,ratio_wn_whole_model,ratio_wn_policy_net_0,ratio_wn_policy_net_2,ratio_wn_action_net,ratio_wn_value_net_0,ratio_wn_value_net_2,ratio_wn_value_net_out,ratio_weight_decay,ratio_hit_rate,ratio_proxy_hit_rate,ratio_correct,ratio_proxy_correct,ratio_episodes,ratio_mean_reward,ratio_fit_status,ratio_fit_L,ratio_fit_A,ratio_fit_tau,ratio_fit_L_err,ratio_fit_A_err,ratio_fit_tau_err,ratio_r_squared,ratio_rmse,ratio_fit_points_used
"('heatmap', 0.0, 3, 4)","('heatmap', 1.0, 3, 4)",k_fixedheatmap-0.0-3_k_variableheatmap-1.0-3,0.9890828626697648,89.91385727428298,True,ok,,,,,,,,,,indifference_data.csv,6.200102607095831,3.8549293283191943,6.200102607095832,6.200102607095832,4.0108069086641756,4.010806908664176,3.445653267642975,0.6946439653877113,0.7082552504928361,1.0,1.0,1.0,0.8870141579575013,0.9799843077078606,0.9204224636682988,0.7780810178765906,0.9207249629406805,1.0162539597304037,0.9650987239934303,0.9868986672840498,0.887309895053917,,1.0,,1.0,,1.0,1.0,,0.9992491570892263,1.0000524162685163,0.9559205841383877,0.9372626120669139,0.9658447195884781,0.9192824290564529,1.0027549146683414,0.9443247189871434,1.0
"('heatmap', 0.0, 3, 4)","('heatmap', 2.0, 3, 4)",k_fixedheatmap-0.0-3_k_variableheatmap-2.0-3,0.821273692982765,7.650559705721641,True,ok,,,,,,,,,,indifference_data.csv,21.541415878269238,11.512905414936098,21.541415878269234,21.541415878269234,12.893946714601501,12.893946714601501,10.612310621836999,0.6226274434173007,0.6626327182458494,1.0,1.0,0.94253,0.8810796949249525,0.9762662065795352,0.9153167230692848,0.784338029168225,0.9118088462745139,0.9902871431485362,0.9897259191799324,0.9746479926721003,0.724524350733127,,1.0,,1.0,,1.0,1.0,,0.9999643199570336,0.9920914695874381,1.1140086712783617,1.0651535121078002,0.9892771362390219,1.123657194930716,0.9995810451532694,1.044117595815169,1.0
"('heatmap', 0.5, 3, 4)","('heatmap', 1.5, 3, 4)",k_fixedheatmap-0.5-3_k_variableheatmap-1.5-3,0.996522290399978,107.52309548413857,True,ok,,,,,,,,,,indifference_data.csv,4.436626945416125,3.3739952452208097,4.436626945416124,4.436626945416124,3.592623441496534,3.592623441496534,3.2099389647570997,0.8168409226975143,0.8509930267370939,1.0,1.0,0.994125,0.9282698219599876,0.9911313334645564,0.951999564999274,0.8324902538279751,0.9544627010391857,1.0494675101838138,1.0013811290422112,0.9896834487192969,0.814367974540216,,1.0,,1.0,,1.0,1.0,,0.9995993799619546,1.0091051410992673,0.9987626475565944,1.0023826083616059,1.0032473159118127,0.9927692603594206,1.000393065010607,1.0026011484141306,1.0
"('heatmap', 1.0, 3, 4)","('heatmap', 2.0, 3, 4)",k_fixedheatmap-1.0-3_k_variableheatmap-2.0-3,0.999524956657424,84.549492744576,True,ok,,,,,,,,,,indifference_data.csv,3.474364416746222,2.986541239643398,3.4743644167462215,3.4743644167462215,3.2148011630148283,3.2148011630148283,3.079912515137203,0.8963259949574094,0.935584618377004,1.0,1.0,0.94253,0.9933096185902895,0.9962059585045582,0.9944528292164173,1.0080415935460165,0.9903161997067075,0.9744484965266398,1.0255177989300395,0.9875866945431556,0.8165403708127268,,1.0,,1.0,,1.0,1.0,,1.0007157002462634,0.9920394705801696,1.1653778459875574,1.1364515114486993,1.0242610599564368,1.2223198871363532,0.9968348502025325,1.105676442458332,1.0
"('heatmap', 0.25, 3, 4)","('heatmap', 1.75, 3, 4)",k_fixedheatmap-0.25-3_k_variableheatmap-1.75-3,0.9787054858248452,25.48955595499896,True,ok,,,,,,,,,,indifference_data.csv,9.573666817553919,6.232458487008144,9.573666817553917,9.573666817553917,6.809760860098,6.809760860098,5.819795222501456,0.7208245676415442,0.7621172923486269,1.0,1.0,0.976085,0.8988511794431501,0.9855595425463317,0.9306285439825737,0.8035012947336073,0.9281208067280098,1.0010856779185933,0.9924978692802048,0.9851023547301206,0.8294170030977475,,1.0,,1.0,,1.0,1.0,,1.000499559035081,0.9931891255421665,1.0864190822157,1.1057273511756347,1.045554456311848,1.1533283579292577,0.9961455183981205,1.0898116857985036,1.0
"('heatmap', 0.75, 3, 4)","('heatmap', 1.25, 3, 4)",k_fixedheatmap-0.75-3_k_variableheatmap-1.25-3,0.9987080353287072,109.75691574042918,True,ok,,,,,,,,,,indifference_data.csv,2.0970071570391062,1.8336512474336932,2.097007157039106,2.097007157039106,1.8961398132082068,1.8961398132082068,1.7870172589138433,0.9085099614781101,0.9282211871076076,1.0,1.0,0.99956,0.9754199638778286,0.9869098333084125,0.9799153138972124,0.9253945633939817,0.9887993454585121,1.0138600523894845,0.9890634023649725,0.9869424905064742,0.9228547084297828,,1.0,,1.0,,1.0,1.0,,1.0000538859577255,1.00648361066149,1.0042386778895407,0.994182629972753,0.9913667911531852,0.9895651826063611,1.001016581382336,0.9934656028917989,1.0
"('margin', 13.0, 1.0, 0.0, 4)","('heatmap', 1.0, 3, 4)",k_fixedmargin-13_k_variableheatmap-1.0-3,0.334291206821336,39.86874525200472,True,ok,,,,,,,,,,indifference_data.csv,3.7438402193637907,13.633313443752145,11.231520658091373,11.231520658091373,10.162754746053324,5.867469188342033,12.572402532892362,1.3321231024611238,1.1354918744469376,1.0,3.0,1.0,0.6080317253310903,1.0628500890147499,0.7093663018484975,0.930055810085069,0.5804274106955055,0.4369179335383353,1.5963355477119856,0.9732168071373867,0.8530915026821595,,1.0,,1.0,,1.0,1.0,,1.0375192084175706,1.1650569450126531,0.3309030742611707,0.6590919947267273,1.8106833431092104,0.38243068857253315,0.9850668385907899,1.0428228083714735,1.0
"('margin', 25.0, 1.0, 0.0, 4)","('heatmap', 0.0, 3, 4)",k_fixedmargin-25_k_variableheatmap-0.0-3,0.3984107034383011,32.88302377212533,True,ok,,,,,,,,,,indifference_data.csv,0.6135685909728901,3.7017966693777353,1.8407057729186702,1.8407057729186702,2.5825616026767033,1.491042636504186,3.803836608315391,1.925249069805933,1.6164861392549452,1.0,3.0,1.0,0.6318346827576472,1.0809773542613246,0.7195889715459746,1.1973437893056467,0.5727888534597932,0.41180294727136707,1.6449585738430024,0.9831494636971652,0.9595494604968137,,1.0,,1.0,,1.0,1.0,,1.1099674627950418,1.3617356889809147,0.21739540397069052,0.3894947210270712,2.1192437100955077,0.18070539145460143,0.9893732416393174,1.044508442037721,1.0
"('margin', 13.0, 10.0, 0.0, 4)","('heatmap', 1.0, 3, 4)",k_fixedmargin_scaled-13-10.0_k_variableheatmap-1.0-3,0.7294024754687607,12.707452351195874,True,ok,,,,,,,,,,indifference_data.csv,0.37438402193637904,1.3633313443752142,1.1231520658091372,1.1231520658091372,1.0162754746053324,0.5867469188342033,1.257240253289236,1.3321231024611238,1.1354918744469376,1.0,3.0,1.0,0.8422128898708852,1.0770383472220844,0.9152420424006785,1.4472040967354771,0.7767601261036606,0.7325765564845089,1.6118094094887856,0.9854927275794553,0.9351851999873698,,1.0,,1.0,,1.0,1.0,,-1.6271657649993627e-05,-1.546625016344366e-05,-4.770876169529997e-07,2.075046085117175e-09,1.4598296486642135e-08,6.864233228027979e-10,1.8906287389581375,0.2179421352944633,1.0
"('margin', 25.0, 10.0, 0.0, 4)","('heatmap', 0.0, 3, 4)",k_fixedmargin_scaled-25-10.0_k_variableheatmap-0.0-3,0.704104139716502,22.309065196292885,True,ok,,,,,,,,,,indifference_data.csv,0.061356859097289,0.3701796669377735,0.184070577291867,0.184070577291867,0.2582561602676703,0.14910426365041857,0.38038366083153907,1.925249069805933,1.6164861392549452,1.0,3.0,1.0,0.9009986073407307,1.1081854169537413,0.9593345823757479,1.8962303779607081,0.8032787520852436,0.6247965218243199,1.730192424313161,1.0036935131007767,1.0377989651342983,,1.0,,1.0,,1.0,1.0,,1.0191623613831289,1.1748916769243052,0.3398549125932164,0.7854026908117818,2.147066501495851,0.4587489154522627,0.9780457864624116,1.2534452144250146,1.0
"('margin', 13.0, 10.0, 0.0, 4)","('heatmap', 0.0, 3, 4)",k_fixedmargin_scaled-13-10.0_k_variableheatmap-0.0-3,0.8728535756963971,82.03328646557453,True,ok,,,,,,,,,,indifference_data.csv,0.06038352034818066,0.35365923166473373,0.18115056104454197,0.18115056104454197,0.2533842934223451,0.14629149001581404,0.3648771816640914,1.9177062910459564,1.6032240829232272,1.0,3.0,1.0,0.9494920484811894,1.0990363200215203,0.9943716918348843,1.8599658178076957,0.8436396941197138,0.720859731438439,1.6700979593252032,0.9985753960855336,1.053955562989122,,1.0,,1.0,,1.0,1.0,,-1.6283884289071936e-05,-1.5465439522812916e-05,-4.990870840834746e-07,2.213943091724469e-09,1.5114537762200637e-08,7.466947056818431e-10,1.8854345277215199,0.23079151790945596,1.0
"('margin', 25.0, 10.0, 0.0, 4)","('heatmap', 1.0, 3, 4)",k_fixedmargin_scaled-25-10.0_k_variableheatmap-1.0-3,0.6022062100245644,17.115535231410963,True,ok,,,,,,,,,,indifference_data.csv,0.3804188220523131,1.4270164548258544,1.1412564661569393,1.1412564661569393,1.0358155918066547,0.5980284107603836,1.3106702039021898,1.337362648208996,1.1448847954762087,1.0,3.0,1.0,0.7991985210112196,1.086004318645359,0.8829930997924844,1.4754208626121796,0.7395987992447219,0.6349519393297486,1.6698065009677314,0.9905437904408027,0.9208492908403779,,1.0,,1.0,,1.0,1.0,,1.018397130549157,1.1749532603619202,0.32487430656840804,0.7361285775146333,2.0737328430750748,0.4217198173239694,0.9807402191458464,1.1836592998776816,1.0
"('margin', 13.0, 1.0, 0.0, 4)","('margin', 13.0, 10.0, 0.0, 4)",k_fixedmargin-13_k_variablemargin_scaled-13-10.0,0.5790415171257262,27.16262882964056,True,ok,,,,,,,,,,indifference_data.csv,10.0,10.000000000000002,10.0,10.0,10.000000000000002,10.000000000000002,10.000000000000002,1.0,1.0,1.0,1.0,1.0,0.7219454043553098,0.9868265988449444,0.7750586937503775,0.6426569771209448,0.747241511490828,0.5964126611354024,0.9903996950968863,0.9875433678011806,0.9122166418947616,,1.0,1.0,1.0,1.0,1.0,1.0,,-63762.35480949766,-75328.98619255525,-693589.735936847,317627641.84078795,124033879.21090917,557135335.9775064,0.5210260577830989,4.784860930918694,1.0
"('margin', 22.0, 1.0, 0.0, 4)","('margin', 22.0, 10.0, 0.0, 4)",k_fixedmargin-22_k_variablemargin_scaled-22-10.0,0.6098836985567974,17.65202946116137,True,ok,,,,,,,,,,indifference_data.csv,10.0,10.000000000000002,10.0,10.0,10.0,10.0,10.000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0,0.7021305994381696,0.9728992840045851,0.7502556326879416,0.6144495463371827,0.7179025388449212,0.6427167217881833,0.97624600084128,0.9731412653172754,0.9299658964430022,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0638959562851555,1.130506269625697,0.6306506496493417,0.5487694289651178,1.090541874866355,0.4424329875546614,1.0061775252559038,0.8931083652550453,1.0
"('margin', 2.0, 1.0, 0.0, 4)","('margin', 20.0, 10.0, 0.0, 4)",k_fixedmargin-2_k_variablemargin_scaled-20-10.0,0.8701628056301446,30.400520554401197,True,ok,,,,,,,,,,indifference_data.csv,8.36400286035177,6.40122741045732,8.36400286035177,8.36400286035177,7.917887239860432,7.917887239860432,6.0328541624722325,1.019112103576712,1.03108108117811,1.0,1.0,1.0,0.9980564988940753,1.0005097175350472,0.9987137269228187,0.7356990256462642,1.0156129826795102,1.2478210365428195,1.0147969589607246,0.999604615630247,0.9423651804482077,,1.0,1.0,1.0,1.0,1.0,1.0,,0.9862608630588877,0.8973889227782684,1.8354096469989276,0.9146788911933222,0.5317778833409383,1.2666611166882984,1.0251702602162849,0.7203625949909388,1.0
"('margin', 2.0, 1.0, 0.0, 4)","('margin', 17.0, 10.0, 0.0, 4)",k_fixedmargin-2_k_variablemargin_scaled-17-10.0,0.859917104031791,10.123659527680273,True,ok,,,,,,,,,,indifference_data.csv,8.39608123563899,6.471791578879723,8.39608123563899,8.39608123563899,7.953971265895324,7.953971265895324,6.092908476006771,1.020094000161333,1.0331685019841506,1.0,1.0,1.0,0.9742751173630337,0.9962490276672031,0.9802050153025171,0.7245207600864464,0.9910992391421828,1.212911769478108,1.0092738625042377,0.9954428531686923,0.9422077733180093,,1.0,1.0,1.0,1.0,1.0,1.0,,0.9900869709209209,0.9146584561051218,1.654898129273444,0.898282257034228,0.5832717541164286,1.182005228351239,1.0230830653483352,0.7503063223532209,1.0
"('margin', 4.0, 1.0, 0.0, 4)","('margin', 24.0, 10.0, 0.0, 4)",k_fixedmargin-4_k_variablemargin_scaled-24-10.0,0.7158971676140138,22.30213644546105,True,ok,,,,,,,,,,indifference_data.csv,9.166871968098915,7.917554474714735,9.166871968098915,9.166871968098915,8.969965934014613,8.969965934014613,7.838865660865395,0.991759002312571,0.9828158002755644,1.0,1.0,1.0,0.8997156189904267,0.9924419706116151,0.9215654615376295,0.6763322714425306,0.9199156390823415,0.9776184640670293,1.0109640044004664,0.9910028196409135,0.935022805678206,,1.0,1.0,1.0,1.0,1.0,1.0,,0.9810358889240178,0.8532187222455574,1.744729220741691,0.8954488361879189,0.5029228824215305,1.2529218874199712,1.0208808500149722,0.6638648469978219,1.0
"('margin', 2.0, 1.0, 0.0, 4)","('margin', 21.0, 10.0, 0.0, 4)",k_fixedmargin-2_k_variablemargin_scaled-21-10.0,0.8839910245282808,8.791041885206303,True,ok,,,,,,,,,,indifference_data.csv,8.355346790829822,6.382186285644924,8.355346790829822,8.355346790829822,7.908192881618795,7.908192881618795,6.016873026682599,1.018838686276329,1.0304996780257791,1.0,1.0,1.0,1.006788064575297,0.9973521512885173,1.0042711031097793,0.7253273639397245,1.025490300907696,1.2701038572894499,1.0144500612966127,0.9961364790334718,0.9358924169618561,,1.0,1.0,1.0,1.0,1.0,1.0,,-21230.648226825262,-22189.85521368806,-496036.2386850443,258452837.4028134,44410244.386744305,631374718.8029921,0.6633645228079657,3.168606231544782,1.0
"('margin', 1.0, 1.0, 0.0, 4)","('margin', 1.0, 0.1, 0.0, 4)",k_fixedmargin-1_k_variablemargin_scaled-1-0.1,2.2197461194059365,4.735564663849567,True,ok,,,,,,,,,,indifference_data.csv,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0,1.623567243249968,1.021097360307524,1.468419360540709,1.6239339564665072,1.6277540336930936,1.5450435016772328,0.9714960086112882,1.025343357801996,1.1488042150943616,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0074999260473212,1.0289682553919546,1.5750544968753444,1.6476970282410746,1.1616544061604044,1.9154336015262996,0.9837543794873915,1.4578905715491859,1.0
"('margin', 5.0, 1.0, 0.0, 4)","('margin', 5.0, 0.1, 0.0, 4)",k_fixedmargin-5_k_variablemargin_scaled-5-0.1,1.7394369273553938,10.614834385781007,True,ok,,,,,,,,,,indifference_data.csv,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.1,0.1,0.10000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.7796705280372562,1.0292499569775495,1.6508223755718863,1.7883469098571956,1.8116284528716775,1.4350148198155985,0.9717453243960189,1.0349771207455747,1.1281460976160416,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0238934401052768,1.0270336946505823,1.9371088047524943,2.069300325635503,0.9656551322550997,2.4375250206331724,0.993968613440283,1.3389717549213476,1.0
"('margin', 25.0, 1.0, 0.0, 4)","('margin', 1.0, 0.1, 0.0, 4)",k_fixedmargin-25_k_variablemargin_scaled-1-0.1,1.0270527965208365,21.82427717128302,True,ok,,,,,,,,,,indifference_data.csv,0.14191012271377026,0.22145344406171968,0.14191012271377026,0.14191012271377026,0.16078091365397676,0.16078091365397676,0.25537099086605586,0.9099199241003512,0.8766085220289422,1.0,1.0,1.0,1.037531145119387,1.0031914290914488,1.0323118831004767,1.3363387792708472,1.0460751203768435,0.6438102661152331,0.9507103850016754,1.0081858247509639,1.1086494479358386,,1.0,1.0,1.0,1.0,1.0,1.0,,1.1193304996463054,1.421867726801398,0.3687073315193097,0.7127298640220768,2.5998770180684816,0.39085373369422854,0.969830480487166,1.6687323563243082,1.0
"('margin', 10.0, 1.0, 0.0, 4)","('margin', 3.0, 0.1, 0.0, 4)",k_fixedmargin-10_k_variablemargin_scaled-3-0.1,1.4725134529930166,141.76970042200264,True,ok,,,,,,,,,,indifference_data.csv,0.10992647577348323,0.12743721886631376,0.10992647577348323,0.10992647577348323,0.11298178047027893,0.11298178047027893,0.13124479376436793,0.9970078687398544,0.9949307180064468,1.0,1.0,1.0,1.4555972419850456,1.0228788266424822,1.3896763405838337,1.5704499578277398,1.4903115022313922,1.0134171574169206,0.9763341290339403,1.0274054314860948,1.1013726464067333,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0306407256296077,1.14149251648975,0.9332760080851248,1.661214287069081,1.7971211553601272,1.426345938995027,0.9709999034641333,1.736276883321068,1.0
"('margin', 1.0, 0.1, 0.0, 4)","('margin', 10.0, 0.1, 0.0, 4)",k_fixedmargin_scaled-1-0.1_k_variablemargin_scaled-10-0.1,1.5253243590182883,14.97652544207228,True,ok,,,,,,,,,,indifference_data.csv,0.7231294054800571,0.4858395438811583,0.7231294054800571,0.7231294054800571,0.6415646839525224,0.6415646839525224,0.4193102179482954,1.1054949456416507,1.1549281952711485,1.0,1.0,1.0,1.5435792480844386,1.011584242499822,1.4780867730350329,1.304520588782413,1.5629434948510996,1.8327281235863446,1.0277735205093714,1.0095618547781302,1.0153400041682743,,1.0,1.0,1.0,1.0,1.0,1.0,,1.054145930472976,0.9288407232271181,3.7564600053173165,2.794793959404707,0.5284986908973125,4.0955116640603,1.0352341327722474,0.7169570469342799,1.0
"('margin', 8.0, 0.15, 0.0, 4)","('margin', 8.0, 1.6, 0.0, 4)",k_fixedmargin_scaled-8-0.15_k_variablemargin_scaled-8-1.6,0.5895416041090258,26.837436207732317,True,ok,,,,,,,,,,indifference_data.csv,10.66666666666667,10.666666666666666,10.66666666666667,10.66666666666667,10.66666666666667,10.66666666666667,10.666666666666668,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,0.5566989602575386,0.9871281302848056,0.6045966785323964,0.5863035138013477,0.5376541416404447,0.7293030290143946,1.024947703215969,0.9850057717435543,0.8584880138462377,,1.0,1.0,1.0,1.0,1.0,1.0,,0.978711473429164,0.9624831500291139,0.5240513933437102,0.4201566898342996,0.9706726739217277,0.3711217707852353,1.0085497458161878,0.7117097222018759,1.0
"('margin', 15.0, 0.25, 0.0, 4)","('margin', 15.0, 2.5, 0.0, 4)",k_fixedmargin_scaled-15-0.25_k_variablemargin_scaled-15-2.5,0.6194537696639213,24.09122552006234,True,ok,,,,,,,,,,indifference_data.csv,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,10.0,10.0,10.000000000000002,0.9999999999999996,0.9999999999999999,1.0,1.0,1.0,0.6060078423103122,0.9817079301322672,0.6507065653339427,0.6486054756338205,0.5866138789969689,0.7435489967825053,1.02031335822733,0.9785995403487633,0.8929657886314432,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0216863413253412,1.014981711576278,0.6496000674089666,0.4824015946518858,0.930483722560743,0.4375262053250414,1.0083773825657827,0.7790099489053844,1.0
"('margin', 15.0, 0.4, 0.0, 4)","('margin', 15.0, 4.0, 0.0, 4)",k_fixedmargin_scaled-15-0.4_k_variablemargin_scaled-15-4.0,0.6055864898143444,54.5169274877767,True,ok,,,,,,,,,,indifference_data.csv,9.999999999999998,10.0,9.999999999999998,9.999999999999998,10.0,10.0,9.999999999999996,1.0,1.0000000000000002,1.0,1.0,1.0,0.6269824148182086,0.9844735658331051,0.6771148456460502,0.6668495530184374,0.6142398676390144,0.7009844337737191,1.0287491554556405,0.9804923224128878,0.8913023946854431,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0335451775643447,1.0463818356697883,0.6545950619082695,0.5434592468554558,0.9962754426166434,0.47370166398902375,1.0065997475421142,0.8182141008864492,1.0
"('margin', 15.0, 0.65, 0.0, 4)","('margin', 15.0, 6.5, 0.0, 4)",k_fixedmargin_scaled-15-0.65_k_variablemargin_scaled-15-6.5,0.5976334912203825,45.542953671872176,True,ok,,,,,,,,,,indifference_data.csv,10.0,10.0,10.0,10.0,9.999999999999998,9.999999999999998,10.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.6458716982989451,0.9788721019760154,0.7013221769151021,0.6502580772565585,0.6457304505072922,0.6431673469849248,0.9878572327281154,0.979228891419093,0.8895945573946179,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0406683711143916,1.075924207165988,0.6276616624627225,0.5809888901437469,1.0658511394684647,0.4807940568307661,1.0049581801769822,0.8497225621739664,1.0
"('margin', 15.0, 0.4, 0.0, 4)","('margin', 15.0, 1.6, 0.0, 4)",k_fixedmargin_scaled-15-0.4_k_variablemargin_scaled-15-1.6,0.7057557969294924,19.604191966715884,True,ok,,,,,,,,,,indifference_data.csv,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.7570124058996659,0.9861985214048419,0.786389193317325,0.7983729175359499,0.7437369455338376,0.8351681695116825,1.0173760940267966,0.9833191234189362,0.9275968855315636,,1.0,1.0,1.0,1.0,1.0,1.0,,1.017298050655074,1.0029044695388802,0.7927018520249004,0.6601264037644617,0.9408730014861184,0.629289443668189,1.0054056246241474,0.8488701454846975,1.0
"('margin', 15.0, 1.6, 0.0, 4)","('margin', 15.0, 4.0, 0.0, 4)",k_fixedmargin_scaled-15-1.6_k_variablemargin_scaled-15-4.0,0.76836677723032,18.96972472623083,True,ok,,,,,,,,,,indifference_data.csv,2.4999999999999996,2.5,2.4999999999999996,2.4999999999999996,2.5,2.5,2.499999999999999,1.0,1.0000000000000002,1.0,1.0,1.0,0.8282326814354857,0.9982509043216982,0.8610429179344276,0.835260738899513,0.825883225685564,0.8393332736610164,1.011178817249213,0.9971252455701055,0.9608725606864003,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0159708621271895,1.0433514531557508,0.8257771320152124,0.8232654287971282,1.0588840800437638,0.7527564124193328,1.001187702643312,0.963886061064447,1.0
