test,x,seed,phase,hits_per_run,chose_fixed,chose_variable,y_hat
margin_vs_margin_label_noise,1.0,0,bracket,400,400,0,0.0
margin_vs_margin_label_noise,1.0,1,bracket,400,400,0,0.0
margin_vs_margin_label_noise,2.0,2,bracket,400,0,400,1.0
margin_vs_margin_label_noise,2.0,3,bracket,400,0,400,1.0
margin_vs_margin_label_noise,1.0,4,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,5,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,6,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,7,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,8,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,9,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,10,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.0,11,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,12,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,13,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,14,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,15,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,16,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,17,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,18,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.1040895136738125,19,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.2190136542044754,20,dense,400,399,1,0.0025
margin_vs_margin_label_noise,1.2190136542044754,21,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.2190136542044754,22,dense,400,399,1,0.0025
margin_vs_margin_label_noise,1.2190136542044754,23,dense,400,399,1,0.0025
margin_vs_margin_label_noise,1.2190136542044754,24,dense,400,398,2,0.005
margin_vs_margin_label_noise,1.2190136542044754,25,dense,400,398,2,0.005
margin_vs_margin_label_noise,1.2190136542044754,26,dense,400,400,0,0.0
margin_vs_margin_label_noise,1.2190136542044754,27,dense,400,399,1,0.0025
margin_vs_margin_label_noise,1.3459001926323562,28,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,29,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,30,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,31,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,32,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,33,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,34,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.3459001926323562,35,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,36,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,37,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,38,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,39,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,40,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,41,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,42,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.4859942891369484,43,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,44,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,45,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,46,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,47,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,48,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,49,dense,400,0,400,1.0
margin_vs_margin_label_noise,1.640670712015276,50,dense,400,0,400,1.0
